Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,10.43n,822,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.78n,822,
Delay(Ch1,Ch2),63.67ms,63.756855m,63.67m,66.08m,93.17µ,822,

