Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.29n,133,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.7n,133,
Delay(Ch1,Ch2),65.69ms,65.782322m,65.69m,66.08m,86.15µ,133,

