Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.82n,209,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,31.24n,209,
Delay(Ch1,Ch2),65.47ms,65.55975m,65.47m,66.08m,92.62µ,209,

