Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,16.05n,70.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,35.42n,70.0,
Delay(Ch1,Ch2),65.88ms,65.956519m,65.88m,66.08m,60.95µ,70.0,

