Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,10.84n,600,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,39.58n,600,
Delay(Ch1,Ch2),64.32ms,64.408976m,64.32m,66.08m,93.3µ,600,

