Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,7.054n,494,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.64n,494,
Delay(Ch1,Ch2),64.63ms,64.720437m,64.63m,66.08m,93.37µ,494,

