Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,4.776n,522,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.62n,522,
Delay(Ch1,Ch2),64.55ms,64.638176m,64.55m,66.08m,93.32µ,522,

