Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.09n,259,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.35n,259,
Delay(Ch1,Ch2),65.32ms,65.412449m,65.32m,66.08m,93.36µ,259,

