Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,17.78n,749,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,34.92n,749,
Delay(Ch1,Ch2),63.88ms,63.971143m,63.88m,66.08m,93.27µ,749,

