Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,9.82n,446,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.42n,446,
Delay(Ch1,Ch2),64.77ms,64.861597m,64.77m,66.08m,93.49µ,446,

