Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.6n,633,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,35.55n,633,
Delay(Ch1,Ch2),64.22ms,64.311951m,64.22m,66.08m,93.33µ,633,

