Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.5n,624,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.34n,624,
Delay(Ch1,Ch2),64.25ms,64.338407m,64.25m,66.08m,93.33µ,624,

