Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.94n,583,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.39n,583,
Delay(Ch1,Ch2),64.37ms,64.458934m,64.37m,66.08m,93.29µ,583,

