Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.43n,143,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,33.03n,143,
Delay(Ch1,Ch2),65.66ms,65.75331m,65.66m,66.08m,87.82µ,143,

