Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,6.621n,368,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.48n,368,
Delay(Ch1,Ch2),65.0ms,65.091245m,65.0m,66.08m,93.53µ,368,

