Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.37n,221,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,33.58n,221,
Delay(Ch1,Ch2),65.43ms,65.524418m,65.43m,66.08m,92.89µ,221,

