Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.55n,430,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.53n,430,
Delay(Ch1,Ch2),64.82ms,64.908713m,64.82m,66.08m,93.48µ,430,

