Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.74n,244,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.43n,244,
Delay(Ch1,Ch2),65.37ms,65.456656m,65.37m,66.08m,93.23µ,244,

