Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.31n,149,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,34.03n,149,
Delay(Ch1,Ch2),65.65ms,65.735836m,65.65m,66.08m,88.64µ,149,

