Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,17.23n,788,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.64n,788,
Delay(Ch1,Ch2),63.77ms,63.856591m,63.77m,66.08m,93.25µ,788,

