Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,16.09n,289,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.8n,289,
Delay(Ch1,Ch2),65.23ms,65.324034m,65.23m,66.08m,93.49µ,289,

