Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.48n,62.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.88n,62.0,
Delay(Ch1,Ch2),65.9ms,65.976193m,65.9m,66.08m,54.98µ,62.0,

