Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,6.211n,733,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.82n,733,
Delay(Ch1,Ch2),63.93ms,64.018152m,63.93m,66.08m,93.26µ,733,

