Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.53n,245,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.09n,245,
Delay(Ch1,Ch2),65.36ms,65.453708m,65.36m,66.08m,93.24µ,245,

