Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,16.56n,603,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,39.47n,603,
Delay(Ch1,Ch2),64.31ms,64.400155m,64.31m,66.08m,93.3µ,603,

