Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,3.732n,538,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,35.62n,538,
Delay(Ch1,Ch2),64.5ms,64.591152m,64.5m,66.08m,93.31µ,538,

