Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.83n,60.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.5n,60.0,
Delay(Ch1,Ch2),65.91ms,65.980946m,65.91m,66.08m,53.36µ,60.0,

