Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.22n,567,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.89n,567,
Delay(Ch1,Ch2),64.41ms,64.505945m,64.41m,66.08m,93.29µ,567,

