Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.56n,284,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.47n,284,
Delay(Ch1,Ch2),65.25ms,65.338774m,65.25m,66.08m,93.47µ,284,

