Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,21.46n,99.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.58n,99.0,
Delay(Ch1,Ch2),65.79ms,65.879099m,65.79m,66.08m,76.6µ,99.0,

