Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.42n,629,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.84n,629,
Delay(Ch1,Ch2),64.23ms,64.323714m,64.23m,66.08m,93.32µ,629,

