Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,6.608n,729,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.11n,729,
Delay(Ch1,Ch2),63.94ms,64.029901m,63.94m,66.08m,93.27µ,729,

