Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,3.966n,534,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.93n,534,
Delay(Ch1,Ch2),64.51ms,64.602907m,64.51m,66.08m,93.32µ,534,

