Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,16.76n,265,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.51n,265,
Delay(Ch1,Ch2),65.3ms,65.394768m,65.3m,66.08m,93.39µ,265,

