Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.77n,278,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.73n,278,
Delay(Ch1,Ch2),65.27ms,65.356459m,65.27m,66.08m,93.45µ,278,

