Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.36n,188,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,33.74n,188,
Delay(Ch1,Ch2),65.53ms,65.621549m,65.53m,66.08m,91.84µ,188,

