Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,16.79n,67.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,35.14n,67.0,
Delay(Ch1,Ch2),65.89ms,65.964012m,65.89m,66.08m,58.8µ,67.0,

