Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.3n,29.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.34n,29.0,
Delay(Ch1,Ch2),66.0ms,66.041117m,66.0m,66.08m,25.14µ,29.0,

