Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,9.095n,451,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.62n,451,
Delay(Ch1,Ch2),64.76ms,64.846882m,64.76m,66.08m,93.48µ,451,

