Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,10.86n,336,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.27n,336,
Delay(Ch1,Ch2),65.09ms,65.185515m,65.09m,66.08m,93.54µ,336,

