Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.475n,874,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.81n,874,
Delay(Ch1,Ch2),63.51ms,63.604359m,63.51m,66.08m,93.12µ,874,

