Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.14n,427,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.9n,427,
Delay(Ch1,Ch2),64.83ms,64.917545m,64.83m,66.08m,93.49µ,427,

