Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,6.95n,495,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.35n,495,
Delay(Ch1,Ch2),64.63ms,64.717501m,64.63m,66.08m,93.37µ,495,

