Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.97n,588,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.85n,588,
Delay(Ch1,Ch2),64.35ms,64.444239m,64.35m,66.08m,93.3µ,588,

