Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,9.86n,864,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.37n,864,
Delay(Ch1,Ch2),63.54ms,63.633687m,63.54m,66.08m,93.12µ,864,

