Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,6.032n,374,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.48n,374,
Delay(Ch1,Ch2),64.98ms,65.073581m,64.98m,66.08m,93.52µ,374,

