Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,5.457n,513,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.41n,513,
Delay(Ch1,Ch2),64.57ms,64.664629m,64.57m,66.08m,93.32µ,513,

