Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,395.6p,9.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,39.51n,9.0,
Delay(Ch1,Ch2),66.06ms,66.070639m,66.06m,66.08m,8.107µ,9.0,

