Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.86n,710,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.37n,710,
Delay(Ch1,Ch2),63.99ms,64.085701m,63.99m,66.08m,93.28µ,710,

