Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.37n,251,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.93n,251,
Delay(Ch1,Ch2),65.34ms,65.436029m,65.34m,66.08m,93.3µ,251,

