Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.16n,53.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,39.4n,53.0,
Delay(Ch1,Ch2),65.93ms,65.996944m,65.93m,66.08m,47.35µ,53.0,

