Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.27n,694,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.48n,694,
Delay(Ch1,Ch2),64.04ms,64.132707m,64.04m,66.08m,93.29µ,694,

