Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.54n,649,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.86n,649,
Delay(Ch1,Ch2),64.17ms,64.264925m,64.17m,66.08m,93.32µ,649,

