Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.06n,180,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,33.08n,180,
Delay(Ch1,Ch2),65.55ms,65.645061m,65.55m,66.08m,91.41µ,180,

