Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.44n,38.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.37n,38.0,
Delay(Ch1,Ch2),65.97ms,66.026905m,65.97m,66.08m,33.2µ,38.0,

