Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,19.82n,15.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.27n,15.0,
Delay(Ch1,Ch2),66.04ms,66.061786m,66.04m,66.08m,13.21µ,15.0,

