Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.87n,325,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,35.54n,325,
Delay(Ch1,Ch2),65.13ms,65.217921m,65.13m,66.08m,93.55µ,325,

