Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.341n,714,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.15n,714,
Delay(Ch1,Ch2),63.98ms,64.073954m,63.98m,66.08m,93.28µ,714,

