Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.61n,607,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.46n,607,
Delay(Ch1,Ch2),64.3ms,64.38839m,64.3m,66.08m,93.31µ,607,

