Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.18n,48.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.8n,48.0,
Delay(Ch1,Ch2),65.94ms,66.007668m,65.94m,66.08m,42.76µ,48.0,

