Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,7.264n,362,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.5n,362,
Delay(Ch1,Ch2),65.02ms,65.108918m,65.02m,66.08m,93.54µ,362,

