Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,9.519n,828,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.81n,828,
Delay(Ch1,Ch2),63.65ms,63.739259m,63.65m,66.08m,93.16µ,828,

