Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,7.897n,413,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.22n,413,
Delay(Ch1,Ch2),64.87ms,64.958768m,64.87m,66.08m,93.49µ,413,

