Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.37n,241,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.25n,241,
Delay(Ch1,Ch2),65.37ms,65.465495m,65.37m,66.08m,93.2µ,241,

